# Infill density,Matrix resistivity (kohm.cm)
3.19E+01,6.29E+00
2.96E+01,7.47E+00
3.02E+01,7.13E+00
3.10E+01,6.72E+00
2.94E+01,7.59E+00
3.03E+01,7.08E+00
3.05E+01,6.97E+00
3.19E+01,6.29E+00
2.94E+01,7.59E+00
3.10E+01,6.72E+00
3.03E+01,7.08E+00
3.03E+01,7.08E+00
2.94E+01,7.59E+00
3.06E+01,6.92E+00
3.04E+01,7.02E+00
3.09E+01,6.77E+00
3.09E+01,6.77E+00
3.05E+01,6.97E+00
2.97E+01,7.41E+00
3.04E+01,7.02E+00
3.03E+01,7.08E+00
3.04E+01,7.02E+00
3.10E+01,6.72E+00
3.19E+01,6.29E+00
3.05E+01,6.97E+00
2.96E+01,7.47E+00
3.03E+01,7.08E+00
3.02E+01,7.13E+00
3.07E+01,6.87E+00
3.08E+01,6.82E+00
3.02E+01,7.13E+00
3.04E+01,7.02E+00
2.96E+01,7.47E+00
3.10E+01,6.72E+00
3.19E+01,6.29E+00
3.18E+01,6.34E+00
3.08E+01,6.82E+00
3.04E+01,7.02E+00
2.94E+01,7.59E+00
3.07E+01,6.87E+00
2.96E+01,7.47E+00
3.19E+01,6.29E+00
3.05E+01,6.97E+00
3.10E+01,6.72E+00
3.03E+01,7.08E+00
2.97E+01,7.41E+00
3.19E+01,6.29E+00
3.05E+01,6.97E+00
3.06E+01,6.92E+00
3.04E+01,7.02E+00
3.19E+01,6.29E+00
3.08E+01,6.82E+00
3.03E+01,7.08E+00
3.04E+01,7.02E+00
2.96E+01,7.47E+00
3.08E+01,6.82E+00
3.05E+01,6.97E+00
3.04E+01,7.02E+00
3.18E+01,6.34E+00
3.03E+01,7.08E+00
3.04E+01,7.02E+00
3.05E+01,6.97E+00
3.19E+01,6.29E+00
3.08E+01,6.82E+00
3.06E+01,6.92E+00
3.10E+01,6.72E+00
3.02E+01,7.13E+00
3.20E+01,6.25E+00
2.96E+01,7.47E+00
3.08E+01,6.82E+00
3.10E+01,6.72E+00
3.18E+01,6.34E+00
3.09E+01,6.77E+00
3.08E+01,6.82E+00
3.06E+01,6.92E+00
3.02E+01,7.13E+00
3.03E+01,7.08E+00
3.02E+01,7.13E+00
3.09E+01,6.77E+00
3.19E+01,6.29E+00
3.04E+01,7.02E+00
3.07E+01,6.87E+00
2.95E+01,7.53E+00
3.02E+01,7.13E+00
3.02E+01,7.13E+00
3.08E+01,6.82E+00
3.19E+01,6.29E+00
3.09E+01,6.77E+00
3.07E+01,6.87E+00
2.96E+01,7.47E+00
2.95E+01,7.53E+00
3.04E+01,7.02E+00
3.03E+01,7.08E+00
2.96E+01,7.47E+00
2.97E+01,7.41E+00
3.18E+01,6.34E+00
3.08E+01,6.82E+00
3.04E+01,7.02E+00
2.96E+01,7.47E+00
3.08E+01,6.82E+00
2.97E+01,7.41E+00
3.08E+01,6.82E+00
2.94E+01,7.59E+00
3.04E+01,7.02E+00
2.95E+01,7.53E+00
2.97E+01,7.41E+00
3.09E+01,6.77E+00
3.05E+01,6.97E+00
3.19E+01,6.29E+00
3.05E+01,6.97E+00
3.07E+01,6.87E+00
3.03E+01,7.08E+00
3.06E+01,6.92E+00
3.10E+01,6.72E+00
3.05E+01,6.97E+00
3.09E+01,6.77E+00
3.02E+01,7.13E+00
3.06E+01,6.92E+00
3.08E+01,6.82E+00
3.08E+01,6.82E+00
3.02E+01,7.13E+00
2.96E+01,7.47E+00
3.05E+01,6.97E+00
2.96E+01,7.47E+00
3.04E+01,7.02E+00
3.03E+01,7.08E+00
3.02E+01,7.13E+00
3.18E+01,6.34E+00
3.04E+01,7.02E+00
3.18E+01,6.34E+00
2.96E+01,7.47E+00
3.05E+01,6.97E+00
3.09E+01,6.77E+00
3.18E+01,6.34E+00
3.06E+01,6.92E+00
2.96E+01,7.47E+00
3.05E+01,6.97E+00
3.02E+01,7.13E+00
3.18E+01,6.34E+00
3.05E+01,6.97E+00
2.96E+01,7.47E+00
3.07E+01,6.87E+00
3.04E+01,7.02E+00
3.03E+01,7.08E+00
3.08E+01,6.82E+00
3.10E+01,6.72E+00
3.08E+01,6.82E+00
3.08E+01,6.82E+00
3.08E+01,6.82E+00
3.19E+01,6.29E+00
2.94E+01,7.59E+00
